"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Datetime
Senegal,86012,2,1966,0,84028,3,18,0,4899,112,1072294,61080,17555671,Africa,204,8930,16,0.1,0.0,1.0,2022-05-05
Malawi,85797,2,2634,0,82072,3,1091,67,4281,131,575430,28715,20039371,Africa,234,7608,35,0.1,0.0,54.0,2022-05-05
Ivory Coast,81968,1,799,0,81142,10,27,0,2972,29,1504696,54557,27580026,Africa,336,34518,18,0.04,0.0,1.0,2022-05-05
French Guiana,80859,0,395,0,11254,0,69210,2,258397,1262,627211,2004349,312925,South America,4,792,0,0.0,0.0,221171.0,2022-05-05
Suriname,79393,0,1328,0,49402,0,28663,0,133141,2227,236066,395880,596307,South America,8,449,3,0.0,0.0,48068.0,2022-05-05
Channel Islands,74865,223,172,1,73987,332,706,0,423413,973,1252808,7085497,176813,Europe,2,1028,0,1261.0,6.0,3993.0,2022-05-05
French Polynesia,72765,0,648,0,0,0,0,7,256308,2283,0,0,283897,Australia/Oceania,4,438,0,0.0,0.0,136025.0,2022-05-05
Barbados,72282,1155,402,3,68533,1159,3347,0,250959,1396,655595,2276190,288023,North America,4,716,0,4010.0,10.0,11621.0,2022-05-05
Eswatini,70964,131,1399,1,69019,9,546,11,60023,1183,1017541,860665,1182273,Africa,17,845,1,111.0,0.8,462.0,2022-05-05
Fiji,64699,9,862,0,62815,24,1022,0,71223,949,508406,559671,908402,Australia/Oceania,14,1054,2,10.0,0.0,1125.0,2022-05-05
Madagascar,64181,0,1391,0,59370,0,3420,14,2213,48,426220,14697,29000680,Africa,452,20849,68,0.0,0.0,118.0,2022-05-05
Guyana,63533,15,1228,0,62204,4,101,1,80063,1547,601903,758506,793538,South America,12,646,1,19.0,0.0,127.0,2022-05-05
Sudan,62135,0,4933,0,0,0,0,0,1359,108,562941,12309,45732941,Africa,736,9271,81,0.0,0.0,369.0,2022-05-05
New Caledonia,60749,0,312,0,60231,0,206,9,209083,1074,98964,340609,290550,Australia/Oceania,5,931,3,0.0,0.0,709.0,2022-05-05
Bhutan,59422,64,21,0,59033,177,368,2,75481,27,2301767,2923822,787246,Asia,13,37488,0,81.0,0.0,467.0,2022-05-05
Mauritania,58707,8,982,0,57700,0,25,0,12044,201,806279,165408,4874500,Africa,83,4964,6,2.0,0.0,5.0,2022-05-05
Belize,57578,17,676,0,56664,10,238,6,140123,1645,543001,1321456,410911,North America,7,608,1,41.0,0.0,579.0,2022-05-05
Cabo Verde,56046,10,401,0,55568,4,77,23,98829,707,400982,707072,567102,Africa,10,1414,1,18.0,0.0,136.0,2022-05-05
Syria,55837,4,3150,0,52262,19,425,0,3054,172,146269,8000,18282823,Asia,327,5804,125,0.2,0.0,23.0,2022-05-05
Gabon,47602,0,304,0,47285,0,13,0,20497,131,1593622,686208,2322360,Africa,49,7639,1,0.0,0.0,6.0,2022-05-05
Papua New Guinea,43821,0,650,0,43133,0,38,7,4733,70,249149,26909,9258895,Australia/Oceania,211,14244,37,0.0,0.0,4.0,2022-05-05
Seychelles,42841,367,166,0,42223,496,452,0,430701,1669,0,0,99468,Africa,2,599,0,3690.0,0.0,4544.0,2022-05-05
Curaçao,42241,0,274,0,41612,0,355,3,255498,1657,496693,3004288,165328,North America,4,603,0,0.0,0.0,2147.0,2022-05-05
Andorra,41717,0,153,0,41021,0,543,14,538332,1974,249838,3224007,77493,Europe,2,506,0,0.0,0.0,7007.0,2022-05-05
Burundi,40675,0,38,0,773,0,39864,0,3243,3,345742,27566,12542224,Africa,308,330059,36,0.0,0.0,3178.0,2022-05-05
Mauritius,37733,19,990,0,36031,22,712,0,29579,776,358675,281170,1275652,Africa,34,1289,4,15.0,0.0,558.0,2022-05-05
Mayotte,37363,0,187,0,2964,0,34212,0,131133,656,176919,620932,284925,Africa,8,1524,2,0.0,0.0,120074.0,2022-05-05
Togo,36996,1,273,0,36705,3,18,0,4284,32,731826,84744,8635713,Africa,233,31633,12,0.1,0.0,2.0,2022-05-05
Guinea,36459,0,440,0,35976,0,43,8,2644,32,660107,47875,13788116,Africa,378,31337,21,0.0,0.0,3.0,2022-05-05
Aruba,34846,0,212,0,34516,0,118,3,323848,1970,177885,1653206,107600,North America,3,508,1,0.0,0.0,1097.0,2022-05-05
Faeroe Islands,34658,0,28,0,7693,0,26937,5,704359,569,778000,15811401,49205,Europe,1,1757,0,0.0,0.0,547444.0,2022-05-05
Tanzania,33872,0,803,0,0,0,0,7,539,13,0,0,62864118,Africa,1856,78287,0,0.0,0.0,523.0,2022-05-05
Bahamas,33655,29,798,0,32388,4,469,0,84104,1994,229817,574313,400160,North America,12,501,2,72.0,0.0,1172.0,2022-05-05
Lesotho,32910,0,697,0,24155,0,8058,0,15141,321,431221,198399,2173507,Africa,66,3118,5,0.0,0.0,3707.0,2022-05-05
Mali,30888,14,732,0,29990,12,166,0,1449,34,668833,31366,21323812,Africa,690,29131,32,0.7,0.0,8.0,2022-05-05
Haiti,30703,0,835,0,29555,0,313,0,2634,72,132422,11359,11658364,North America,380,13962,88,0.0,0.0,27.0,2022-05-05
Isle of Man,28416,0,87,0,26794,0,1535,0,330954,1013,150753,1755780,85861,Europe,3,987,1,0.0,0.0,17878.0,2022-05-05
Benin,26952,0,163,0,25506,0,1283,5,2121,13,604310,47556,12707376,Africa,471,77959,21,0.0,0.0,101.0,2022-05-05
Somalia,26485,0,1350,0,13182,0,11953,0,1585,81,400466,23967,16708914,Africa,631,12377,42,0.0,0.0,715.0,2022-05-05
Congo,24079,0,385,0,20178,0,3516,0,4175,67,347815,60301,5767972,Africa,240,14982,17,0.0,0.0,610.0,2022-05-05
Saint Lucia,23612,74,368,0,22977,24,267,0,127514,1987,143281,773772,185172,North America,8,503,1,400.0,0.0,1442.0,2022-05-05
Timor-Leste,22883,4,130,0,22730,0,23,0,16768,95,263328,192963,1364654,Asia,60,10497,5,3.0,0.0,17.0,2022-05-05
Cayman Islands,22828,0,27,0,8553,0,14248,1,339996,402,222773,3317938,67142,North America,3,2487,0,0.0,0.0,212207.0,2022-05-05
Burkina Faso,20853,0,382,0,20439,0,32,0,950,17,248995,11340,21957721,Africa,1053,57481,88,0.0,0.0,1.0,2022-05-05
Nicaragua,18491,0,225,0,4225,0,14041,0,2731,33,0,0,6769616,North America,366,30087,0,0.0,0.0,2074.0,2022-05-05
Gibraltar,17996,159,102,0,16579,0,1315,0,534450,3029,534283,15867278,33672,Europe,2,330,0,4722.0,0.0,39053.0,2022-05-05
South Sudan,17491,1,138,0,13514,0,3839,1,1530,12,385179,33683,11435268,Africa,654,82864,30,0.09,0.0,336.0,2022-05-05
Tajikistan,17388,0,124,0,17264,0,0,0,1751,12,0,0,9931799,Asia,571,80095,0,0.0,0.0,0.0,2022-05-05
Liechtenstein,17230,5,84,0,17070,12,76,0,449529,2192,102174,2665710,38329,Europe,2,456,0,130.0,0.0,1983.0,2022-05-05
San Marino,16561,0,115,0,16175,0,271,4,486202,3376,152231,4469233,34062,Europe,2,296,0,0.0,0.0,7956.0,2022-05-05
Solomon Islands,16441,764,144,3,14797,688,1500,1,22902,201,5117,7128,717874,Australia/Oceania,44,4985,140,1064.0,4.0,2090.0,2022-05-05
Equatorial Guinea,15910,2,183,0,15701,0,26,5,10694,123,317211,213213,1487765,Africa,94,8130,5,1.0,0.0,17.0,2022-05-05
Djibouti,15631,0,189,0,15427,0,15,0,15408,186,305941,301586,1014442,Africa,65,5367,3,0.0,0.0,15.0,2022-05-05
Grenada,15138,154,220,0,14298,69,620,4,133394,1939,152457,1343435,113483,North America,7,516,1,1357.0,0.0,5463.0,2022-05-05
CAR,14649,0,113,0,6859,0,7677,2,2939,23,81294,16310,4984299,Africa,340,44109,61,0.0,0.0,1540.0,2022-05-05
Bermuda,13832,0,131,0,13289,0,412,0,223620,2118,885175,14310484,61855,North America,4,472,0,0.0,0.0,6661.0,2022-05-05
Dominica,12161,0,63,0,12025,0,73,0,168167,871,191084,2642384,72315,North America,6,1148,0,0.0,0.0,1009.0,2022-05-05
Gambia,11995,0,365,0,11591,0,39,0,4720,144,155686,61256,2541564,Africa,212,6963,16,0.0,0.0,15.0,2022-05-05
Greenland,11971,0,21,0,2761,0,9189,4,210198,369,164926,2895928,56951,North America,5,2712,0,0.0,0.0,161349.0,2022-05-05
Monaco,11898,29,54,0,11692,20,152,4,299291,1358,54960,1382502,39754,Europe,3,736,1,729.0,0.0,3824.0,2022-05-05
Yemen,11819,0,2149,0,9009,0,661,23,381,69,265253,8547,31034623,Asia,2626,14441,117,0.0,0.0,21.0,2022-05-05
Tonga,10704,210,11,0,9255,0,1438,0,99203,102,486186,4505894,107900,Australia/Oceania,10,9809,0,1946.0,0.0,13327.0,2022-05-05
Saint Martin,10537,75,63,0,1399,0,9075,7,264224,1580,112382,2818075,39879,North America,4,633,0,1881.0,0.0,227563.0,2022-05-05
Samoa,10210,0,20,0,1605,0,8585,4,50836,100,73313,365030,200841,Australia/Oceania,20,10042,3,0.0,0.0,42745.0,2022-05-05
Sint Maarten,10065,0,86,0,9913,0,66,10,229942,1965,62056,1417710,43772,North America,4,509,1,0.0,0.0,1508.0,2022-05-05
Caribbean Netherlands,9804,0,34,0,9714,0,56,0,367576,1275,30126,1129499,26672,North America,3,784,1,0.0,0.0,2100.0,2022-05-05
Eritrea,9735,0,103,0,9631,0,1,0,2677,28,23693,6515,3636755,Africa,374,35308,153,0.0,0.0,0.3,2022-05-05
Niger,8957,0,309,0,8550,0,98,1,347,12,250880,9717,25818202,Africa,2882,83554,103,0.0,0.0,4.0,2022-05-05
Guinea-Bissau,8213,3,171,0,7530,0,512,6,3999,83,135069,65772,2053579,Africa,250,12009,15,1.0,0.0,249.0,2022-05-05
Comoros,8100,0,160,0,7933,0,7,0,8963,177,0,0,903685,Africa,112,5648,0,0.0,0.0,8.0,2022-05-05
Vanuatu,7716,58,14,0,7262,125,440,0,24086,44,24976,77965,320350,Australia/Oceania,42,22882,13,181.0,0.0,1373.0,2022-05-05
Sierra Leone,7681,0,125,0,0,0,0,0,928,15,259958,31413,8275476,Africa,1077,66204,32,0.0,0.0,331.0,2022-05-05
Antigua and Barbuda,7663,9,137,0,7471,7,55,1,77076,1378,18901,190111,99421,North America,13,726,5,91.0,0.0,553.0,2022-05-05
Liberia,7434,0,294,0,5747,0,1393,2,1409,56,139824,26500,5276394,Africa,710,17947,38,0.0,0.0,264.0,2022-05-05
Chad,7412,0,193,0,4874,0,2345,0,429,11,191341,11065,17292916,Africa,2333,89601,90,0.0,0.0,136.0,2022-05-05
St. Vincent Grenadines,6787,1,106,0,6641,0,40,0,60822,950,98958,886816,111588,North America,16,1053,1,9.0,0.0,358.0,2022-05-05
British Virgin Islands,6355,0,62,0,0,0,0,1,207673,2026,103049,3367504,30601,North America,5,494,0,0.0,0.0,3366.0,2022-05-05
Turks and Caicos,5995,0,36,0,5918,0,41,4,151080,907,497269,12531665,39681,North America,7,1102,0,0.0,0.0,1033.0,2022-05-05
Sao Tome and Principe,5964,0,73,0,5884,0,7,0,26314,322,29036,128111,226648,Africa,38,3105,8,0.0,0.0,31.0,2022-05-05
Saint Kitts and Nevis,5570,0,43,0,5519,0,8,0,103355,798,70707,1312013,53892,North America,10,1253,1,0.0,0.0,148.0,2022-05-05
Cook Islands,5246,17,1,0,5030,40,215,0,298170,57,17038,968398,17594,Australia/Oceania,3,17594,1,966.0,0.0,12220.0,2022-05-05
Palau,4690,0,6,0,4043,0,641,1,256944,329,46722,2559689,18253,Australia/Oceania,4,3042,0,0.0,0.0,35118.0,2022-05-05
St. Barth,4575,31,6,0,0,0,0,0,460632,604,78646,7918445,9932,North America,2,1655,0,3121.0,0.0,413512.0,2022-05-05
Kiribati,3089,0,13,0,2601,0,475,3,25150,106,0,0,122822,Australia/Oceania,40,9448,0,0.0,0.0,3867.0,2022-05-05
Anguilla,2788,0,9,0,2766,0,13,4,182832,590,51382,3369532,15249,North America,5,1694,0,0.0,0.0,853.0,2022-05-05
Saint Pierre Miquelon,2727,26,1,0,2449,0,277,1,474922,174,23545,4100488,5742,North America,2,5742,0,4528.0,0.0,48241.0,2022-05-05
Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,2022-05-05
Wallis and Futuna,454,0,7,0,438,0,9,0,41739,644,20508,1885446,10877,Australia/Oceania,24,1554,1,0.0,0.0,827.0,2022-05-05
Montserrat,452,81,2,0,221,23,229,0,90436,400,10135,2027811,4998,North America,11,2499,0,16206.0,0.0,45818.0,2022-05-05
Falkland Islands,197,0,0,0,0,0,0,0,53737,0,8632,2354610,3666,South America,19,0,0,0.0,0.0,19913.0,2022-05-05
Macao,82,0,0,0,82,0,0,0,123,0,5375,8075,665626,Asia,8117,0,124,0.0,0.0,0.0,2022-05-05
Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805,Europe,28,0,0,0.0,0.0,0.0,2022-05-05
Marshall Islands,17,0,0,0,14,0,3,0,284,0,0,0,59925,Australia/Oceania,3525,0,0,0.0,0.0,50.0,2022-05-05
Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,624359,Africa,62436,624359,0,0.0,0.0,0.0,2022-05-05
MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,2022-05-05
Niue,9,0,0,0,8,0,1,0,5468,0,0,0,1646,Australia/Oceania,183,0,0,0.0,0.0,608.0,2022-05-05
Micronesia,7,0,0,0,1,0,6,0,60,0,0,0,117242,Australia/Oceania,16749,0,0,0.0,0.0,51.0,2022-05-05
Nauru,5,0,0,0,3,0,2,0,457,0,0,0,10949,Australia/Oceania,2190,0,0,0.0,0.0,183.0,2022-05-05
Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6110,Africa,3055,0,0,0.0,0.0,0.0,2022-05-05
China,218945,374,5153,12,202277,1602,11515,659,152,4,160000000,111163,1439323776,Asia,6574,279318,9,0.3,0.01,8.0,2022-05-06
USA,83536564,77478,1024438,295,80910731,38639,1601395,1724,249675,3062,1011100248,3021993,334580570,North America,4,327,0,232.0,0.9,4786.0,2022-05-06
India,43098743,4195,524024,22,42554416,6717,20303,698,30675,373,839844925,597749,1405013751,Asia,33,2681,2,3.0,0.02,14.0,2022-05-06
Brazil,30543908,19725,664143,176,29612822,3728,266943,8318,141837,3084,63776166,296159,215344649,South America,7,324,3,92.0,0.8,1240.0,2022-05-06
France,28890139,40224,146608,110,27537876,111461,1205655,1511,440803,2237,269816888,4116844,65539748,Europe,2,447,0,614.0,2.0,18396.0,2022-05-06
Germany,25289590,86026,136812,248,23135500,135000,2017278,1279,300074,1623,122332384,1451538,84277770,Europe,3,616,1,1021.0,3.0,23936.0,2022-05-06
UK,22114034,6551,176212,228,21456269,27474,481553,253,322628,2571,519264096,7575702,68543359,Europe,3,389,0,96.0,3.0,7026.0,2022-05-06
Russia,18216719,5541,376696,136,17588067,9408,251956,2300,124729,2579,273400000,1871964,146049804,Europe,8,388,1,38.0,0.9,1725.0,2022-05-06
S. Korea,17464782,26714,23206,48,0,0,0,423,340109,452,15804065,307768,51350514,Asia,3,2213,3,520.0,0.9,320777.0,2022-05-06
Italy,16727251,44208,164304,125,15416301,62978,1146646,363,277410,2725,215559634,3574908,60297959,Europe,4,367,0,733.0,2.0,19016.0,2022-05-06
Turkey,15040238,1743,98826,7,14938050,2239,3362,975,174862,1149,159650441,1856144,86011903,Asia,6,870,1,20.0,0.08,39.0,2022-05-06
Spain,12009059,18526,104869,67,11467015,6703,437175,339,256669,2241,471036328,10067426,46788158,Europe,4,446,0,396.0,1.0,9344.0,2022-05-06
Vietnam,10670570,3819,43055,6,9316237,1817,1311278,480,107835,435,85804106,867120,98952988,Asia,9,2298,1,39.0,0.06,13252.0,2022-05-06
Argentina,9083673,0,128653,0,8895999,0,59021,372,197642,2799,35716069,777108,45960250,South America,5,357,1,0.0,0.0,1284.0,2022-05-06
Netherlands,8057700,1303,22270,1,7925873,27114,109557,52,468341,1294,21107399,1226835,17204757,Europe,2,773,1,76.0,0.06,6368.0,2022-05-06
Japan,8000280,21368,29726,18,7630309,32721,340245,170,63614,236,49155081,390855,125762860,Asia,16,4231,3,170.0,0.1,2705.0,2022-05-06
Iran,7224431,375,141157,12,6999709,2659,83565,952,84030,1642,50914586,592205,85974534,Asia,12,609,2,4.0,0.1,972.0,2022-05-06
Australia,6168859,38111,7454,30,5834675,34597,326730,127,236852,286,69812523,2680433,26045243,Australia/Oceania,4,3494,0,1463.0,1.0,12545.0,2022-05-06
Colombia,6093645,0,139809,0,5927076,0,26760,342,117451,2695,34560302,666125,51882583,South America,9,371,2,0.0,0.0,516.0,2022-05-06
Indonesia,6047986,245,156357,17,5885099,329,6530,2771,21689,561,95994568,344245,278855032,Asia,46,1783,3,0.9,0.06,23.0,2022-05-06
Poland,5999513,607,116124,25,5334849,36,548540,1125,158842,3074,36144527,956959,37770210,Europe,6,325,1,16.0,0.7,14523.0,2022-05-06
Mexico,5740080,0,324350,0,5039624,0,376106,4798,43674,2468,15801675,120229,131429715,North America,23,405,8,0.0,0.0,2862.0,2022-05-06
Ukraine,5002870,0,108411,0,0,0,0,177,115674,2507,19521252,451363,43249552,Europe,9,399,2,0.0,0.0,19340.0,2022-05-06
Malaysia,4455364,1251,35576,7,4391090,0,28698,66,134480,1074,58880012,1777223,33130353,Asia,7,931,1,38.0,0.2,866.0,2022-05-06
Thailand,4308319,7705,28979,62,4181671,11252,97669,1496,61440,413,17270775,246293,70122826,Asia,16,2420,4,110.0,0.9,1393.0,2022-05-06
Austria,4172760,6001,18228,6,4084163,5916,70369,76,458488,2003,183969298,20213907,9101125,Europe,2,499,0,659.0,0.7,7732.0,2022-05-06
Belgium,4088336,0,31552,0,3861145,11116,195639,124,349951,2701,33714218,2885849,11682599,Europe,3,370,0,0.0,0.0,16746.0,2022-05-06
Israel,4087885,1084,10741,12,4052605,0,24539,150,438332,1152,41373364,4436346,9326000,Asia,2,868,0,116.0,1.0,2631.0,2022-05-06
Portugal,3935932,15761,22420,21,0,0,0,61,388086,2211,41500718,4092001,10141912,Europe,3,452,0,1554.0,2.0,102282.0,2022-05-06
Czechia,3911331,933,40210,11,3860111,2709,11010,24,363994,3742,55261935,5142749,10745602,Europe,3,267,0,87.0,1.0,1025.0,2022-05-06
South Africa,3827378,9253,100505,34,3673270,4288,53603,192,63068,1656,24626847,405801,60686992,Africa,16,604,2,152.0,0.6,883.0,2022-05-06
Canada,3787353,4262,39716,43,3476863,3095,270774,468,98752,1036,61161915,1594746,38352142,North America,10,966,1,111.0,1.0,7060.0,2022-05-06
Philippines,3686693,150,60439,0,3621737,327,4517,289,32838,538,29677552,264342,112269371,Asia,30,1858,4,1.0,0.0,40.0,2022-05-06
Switzerland,3619035,0,13865,0,3500631,8580,104539,69,412600,1581,20851897,2377289,8771291,Europe,2,633,0,0.0,0.0,11918.0,2022-05-06
Chile,3572817,3325,57614,17,3438641,4021,76562,180,183989,2967,37263025,1918927,19418677,South America,5,337,1,171.0,0.9,3943.0,2022-05-06
Peru,3569026,334,212913,7,0,0,0,347,105535,6296,30012076,887448,33818424,South America,9,159,1,10.0,0.2,48360.0,2022-05-06
Greece,3353886,5130,29349,34,3248273,0,76264,211,324699,2841,80435748,7787201,10329224,Europe,3,352,0,497.0,3.0,7383.0,2022-05-06
Denmark,2970809,807,6226,8,2951608,1509,12975,8,509590,1068,127272381,21831342,5829801,Europe,2,936,0,138.0,1.0,2226.0,2022-05-06
Romania,2898258,730,65554,9,2606660,0,226044,156,152530,3450,22810626,1200484,19001192,Europe,7,290,1,38.0,0.5,11896.0,2022-05-06
Sweden,2503090,0,18791,0,2472416,0,11883,16,245032,1839,18534055,1814334,10215347,Europe,4,544,1,0.0,0.0,1163.0,2022-05-06
Iraq,2325467,70,25213,1,2298866,149,1388,12,55519,602,18493357,441520,41885675,Asia,18,1661,2,2.0,0.02,33.0,2022-05-06
Serbia,2009249,509,16019,4,1980853,2234,12377,22,231680,1847,9530939,1098983,8672508,Europe,4,541,1,59.0,0.5,1427.0,2022-05-06
Bangladesh,1952766,19,29127,0,1897046,258,26593,1273,11643,174,14004592,83503,167713805,Asia,86,5758,12,0.1,0.0,159.0,2022-05-06
Hungary,1903200,0,46266,0,1808061,0,48873,40,197938,4812,11355462,1180998,9615140,Europe,5,208,1,0.0,0.0,5083.0,2022-05-06
Slovakia,1784410,504,19961,9,1752249,1732,12200,48,326545,3653,7109492,1301029,5464516,Europe,3,274,1,92.0,2.0,2233.0,2022-05-06
Jordan,1694216,0,14048,0,1678941,0,1227,124,163065,1352,16670254,1604476,10389844,Asia,6,740,1,0.0,0.0,118.0,2022-05-06
Georgia,1655221,0,16811,0,1637293,0,1117,0,416402,4229,16920079,4256566,3975054,Asia,2,236,0,0.0,0.0,281.0,2022-05-06
Pakistan,1528654,30,30372,0,1494141,0,4141,101,6681,133,28220768,123344,228796622,Asia,150,7533,8,0.1,0.0,18.0,2022-05-06
Ireland,1522363,889,7131,23,1474063,4054,41169,35,302089,1415,12101379,2401327,5039455,Europe,3,707,0,176.0,5.0,8169.0,2022-05-06
Norway,1427790,305,3006,0,0,0,0,20,259627,547,11002430,2000667,5499382,Europe,4,1829,0,55.0,0.0,242906.0,2022-05-06
Kazakhstan,1305573,7,13661,1,1291252,65,660,24,68032,712,11575012,603158,19190692,Asia,15,1405,2,0.4,0.05,34.0,2022-05-06
Singapore,1212337,3420,1346,2,1147296,1720,63695,5,204264,227,23767171,4004474,5935155,Asia,5,4409,0,576.0,0.3,10732.0,2022-05-06
Hong Kong,1206041,324,9344,11,0,0,0,5,158500,1228,44972952,5910418,7609098,Asia,6,814,0,43.0,1.0,155533.0,2022-05-06
Morocco,1165151,67,16070,1,1148780,72,301,293,30892,426,11237010,297930,37716972,Africa,32,2347,3,2.0,0.03,8.0,2022-05-06
Bulgaria,1158949,156,36965,0,989029,115,132955,77,169139,5395,9877826,1441586,6852055,Europe,6,185,1,23.0,0.0,19404.0,2022-05-06
Croatia,1126501,778,15874,9,1105260,1023,5367,16,277558,3911,4807551,1184531,4058612,Europe,4,256,1,192.0,2.0,1322.0,2022-05-06
Cuba,1103753,147,8527,0,1094554,137,672,23,97557,754,12920253,1141983,11313873,North America,10,1327,1,13.0,0.0,59.0,2022-05-06
Lebanon,1097390,122,10396,1,1083454,298,3540,186,162117,1536,4795578,708450,6769113,Asia,6,651,1,18.0,0.1,523.0,2022-05-06
Lithuania,1059365,177,9116,4,1028426,742,21823,20,399412,3437,8262024,3115031,2652309,Europe,3,291,0,67.0,2.0,8228.0,2022-05-06
Finland,1052767,0,4150,0,46000,0,1002617,21,189463,747,10773620,1938892,5556586,Europe,5,1339,1,0.0,0.0,180438.0,2022-05-06
Tunisia,1040712,0,28566,0,0,0,0,29,86391,2371,4584296,380548,12046573,Africa,12,422,3,0.0,0.0,-1212.79,2022-05-06
Slovenia,1014709,735,6608,3,996373,1160,11728,17,487966,3178,2650666,1274687,2079465,Europe,2,315,1,353.0,1.0,5640.0,2022-05-06
Belarus,981838,579,6966,3,928536,0,46336,0,103969,738,13191812,1396906,9443594,Europe,10,1356,1,61.0,0.3,4907.0,2022-05-06
Nepal,978914,15,11952,1,966747,17,215,0,32519,397,5650847,187719,30102613,Asia,31,2519,5,0.5,0.03,7.0,2022-05-06
New Zealand,977380,7421,797,23,923036,8295,53547,0,195394,159,7099152,1419234,5002100,Australia/Oceania,5,6276,1,1484.0,5.0,10705.0,2022-05-06
Bolivia,905272,60,21924,0,860929,632,22419,220,75650,1832,2705422,226083,11966508,South America,13,546,4,5.0,0.0,1873.0,2022-05-06
UAE,899835,198,2302,0,883740,279,13793,0,88999,228,156887853,15517066,10110665,Asia,11,4392,0,20.0,0.0,1364.0,2022-05-06
Uruguay,899723,0,7210,0,888557,0,3956,18,257364,2062,6091188,1742370,3495921,South America,4,485,1,0.0,0.0,1132.0,2022-05-06
Ecuador,870526,0,35598,0,0,0,0,759,47998,1963,2470170,136196,18136835,South America,21,509,7,0.0,0.0,21561.0,2022-05-06
Costa Rica,857290,0,8421,0,836721,0,12148,42,165504,1626,4291131,828425,5179864,North America,6,615,1,0.0,0.0,2345.0,2022-05-06
Guatemala,848807,709,17683,30,828809,588,2315,5,45816,954,4495103,242633,18526323,North America,22,1048,4,38.0,2.0,125.0,2022-05-06
Latvia,824046,314,5789,9,812244,2099,6013,7,445967,3133,7196647,3894766,1847774,Europe,2,319,0,170.0,5.0,3254.0,2022-05-06
Azerbaijan,792607,8,9709,0,782846,7,52,0,76895,942,6829482,662565,10307637,Asia,13,1062,2,0.8,0.0,5.0,2022-05-06
Panama,784184,1919,8191,2,765227,820,10766,8,176620,1845,5918817,1333081,4439953,North America,6,542,1,432.0,0.5,2425.0,2022-05-06
Saudi Arabia,754842,219,9099,3,742348,109,3395,53,21077,254,41954451,1171482,35813146,Asia,47,3936,1,6.0,0.08,95.0,2022-05-06
Sri Lanka,663520,17,16507,0,646138,2,875,0,30749,765,6486117,300579,21578749,Asia,33,1307,3,0.8,0.0,41.0,2022-05-06
Paraguay,649718,263,18872,2,624673,0,6173,2,89075,2587,2633737,361081,7294030,South America,11,387,3,36.0,0.3,846.0,2022-05-06
Kuwait,631701,292,2555,0,628486,396,660,3,143995,582,8038329,1832316,4386978,Asia,7,1717,1,67.0,0.0,150.0,2022-05-06
Myanmar,613017,52,19434,0,591928,26,1655,0,11129,353,8009269,145406,55082169,Asia,90,2834,7,0.9,0.0,30.0,2022-05-06
Palestine,581940,0,5353,0,576242,0,345,17,109389,1006,3078533,578679,5319929,Asia,9,994,2,0.0,0.0,65.0,2022-05-06
Dominican Republic,579743,171,4376,0,574987,163,380,1,52473,396,3288872,297678,11048431,North America,19,2525,3,15.0,0.0,34.0,2022-05-06
Estonia,572434,0,2548,0,511857,0,58029,3,430992,1918,3329716,2506978,1328179,Europe,2,521,0,0.0,0.0,43691.0,2022-05-06
Bahrain,571441,680,1477,0,566352,424,3612,2,315622,816,9742059,5380804,1810521,Asia,3,1226,0,376.0,0.0,1995.0,2022-05-06
Venezuela,522625,38,5709,0,515880,9,1036,230,18476,202,3359014,118746,28287443,South America,54,4955,8,1.0,0.0,37.0,2022-05-06
Moldova,516986,0,11489,0,504142,0,1355,49,128710,2860,3216305,800737,4016683,Europe,8,350,1,0.0,0.0,337.0,2022-05-06
